Car,Datetime,Id,Capacity,Address,route_id,fill_level,latitudine,longitudine
SB-30-SOM,2024-10-15 11:35:09+00:00,OTBUCR,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",3,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:35:44+00:00,J5ZR2S,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",3,95%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:36:48+00:00,E7LF5S,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",3,8%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:47:44+00:00,HZIOKD,120L,"Strada Semaforului 15, Sibiu, Romania",3,48%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:49:55+00:00,R2STNH,120L,"Strada Oncesti 10, Sibiu, Romania",3,49%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:50:44+00:00,ZOTG,120L,"Strada Oncesti 5, Sibiu, Romania",3,33%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:51:05+00:00,6OLS,120L,"Strada Oncesti 3, Sibiu, Romania",3,47%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:51:47+00:00,RYBY,120L,"Strada Oncesti 1, Sibiu, Romania",3,15%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:53:24+00:00,QUMGAG,1.100L,"Strada Semaforului 2, Sibiu, Romania",3,13%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:54:54+00:00,LGKG,120L,"Strada Semaforului 4, Sibiu, Romania",3,96%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:57:30+00:00,PINFYG,120L,"Strada Semaforului 7, Sibiu, Romania",3,88%,45.7828241,24.1680621
